_id,title,lpNumber,aliases,areaName
64680a7f9e866c1d68eb56fd,Bankers Trust Building,LP-01949,14 Wall Street Building,14 Wall Street Building (formerly Bankers Trust Building)
64484d40e7abb0665474a245,Down Town Association Building,LP-01950,,The Down Town Association Building
64472418e7abb0665474a233,56-58 Pine Street Building,LP-01951,,56-58 Pine Street Building
6477fe6a426b0f007933dcf1,George S. Bowdoin Stable,LP-01953,,George S. Bowdoin Stable
64780dff426b0f007933dcf5,Jonathan W. Allen Stable,LP-01954,,Jonathan W. Allen Stable
6461d048e6fcaf3f17fab0be,American Bank Note Company Office Building,LP-01955,,American Bank Note Company Office Building
648257e4c57c9f5a476e2c02,Moore-Jackson Cemetery,LP-01956,,
64342674a90bce6b6c83bb1e,Stuyvesant High School,LP-01958,,(Former) Stuyvesant High School
64697ade9e866c1d68eb576f,Scheffel Hall,LP-01959,,(Former) Scheffel Hall
646c2a669e866c1d68eb57ba,Pike Street Synagogue,LP-01960,,Pike Street Synagogue (Congregation Sons of Israel Kalewarie)
6451daad3879cf70e53ff07d,Fire Engine Company No. 47,LP-01962,,Fire Engine Company No. 47
560dd46ef89701aedbaebbf2,Brooklyn Public Library-Central Building,LP-01963,,"Brooklyn Public Library, Central Building"
64876a723ee0be65782261a2,John and Elizabeth Truslow House,LP-01964,,John and Elizabeth Truslow House
644592b4e7abb0665474a217,14th Regiment Armory,LP-01965,Fourteenth Regiment Armory,Fourteenth Regiment Armory
648677a63ee0be657822618d,Bennet-Farrell-Feldmann House,LP-01966,,Bennet-Farrell-Feldmann House
648a89d57c55b27c2c708023,Temple Court Building and Annex,LP-01967,,Temple Court Building and Annex
645bf5b4e6fcaf3f17faafe6,Manufacturers Trust Company Building,LP-01968,,(Former) Manufacturers Trust Company Building (now Chase Bank Building)
645bea9fe6fcaf3f17faafd7,Ford Foundation Building,LP-01969,,Ford Foundation Building
645b154d4673c82a34f4ed7c,CBS Building,LP-01971,,CBS Building
645bd9abe6fcaf3f17faafbc,Panhellenic Tower,LP-01972,Beekman Tower Hotel,Panhellenic Tower (now the Beekman Tower Hotel)
6487fcf73ee0be65782261b9,"YMCA Building, 135th Street Branch",LP-01973,"Young Men's Christian Association Building, 135th Street Branch | Harlem YMCA","Young Men's Christian Association(YMCA) Building, 135th Street (later Harlem) Branch"
643eb2154ac6203737fd6e6f,Public School 116,LP-01975,,Public School 116 (The Elizabeth Farrell School)
6470d1da9e866c1d68eb5877,Colored School No. 3,LP-01977,Public School 69,"(Former) Colored School No. 3, later Public School 69"
64c43b1354ab1c604a34d33d,New Utrecht Reformed Dutch Church Cemetery,LP-01978,,
64457fa9e7abb0665474a214,East River Savings Bank,LP-01980,,(Former) East River Savings Bank
6462ba7ae6fcaf3f17fab0c4,St. Mary's Protestant Episcopal Church,LP-01981,,"St. Mary's Protestant Episcopal Church (Manhattanville), Parish House, and Sunday School"
644b4b723879cf70e53ff009,Hotel Martinique,LP-01983,,Hotel Martinique
646ee8c99e866c1d68eb5840,West Street Building,LP-01984,,West Street Building
648fef3913f51e5a4696f256,Fire Engine Company 253,LP-01986,,Fire Engine Company 253 (originally Engine Company 53 / later Engine Company 153)
64342721a90bce6b6c83bb1f,Fire Engine Company 55,LP-01987,,Fire Engine Company 55
6450bd673879cf70e53ff040,Fire Engine Company 39 and Ladder Company 16 Station House,LP-01988,,Fire Engine Company 39 and Ladder Company 16 Station House
646e32299e866c1d68eb5830,480 Greenwich Street House/502 Canal Street House,LP-01989,,480 Greenwich Street / 502 Canal Street House (John Y. Smith House)
646da0d99e866c1d68eb5821,504 Canal Street House,LP-01990,,504 Canal Street House
646da16b9e866c1d68eb5822,506 Canal Street House,LP-01991,John Y. Smith House,506 Canal Street House (John G. Rohr House)
646da1d09e866c1d68eb5823,508 Canal Street House,LP-01992,,508 Canal Street House
646c22ed9e866c1d68eb57b3,281 East Broadway House,LP-01993,,281 East Broadway House (Isaac T. Ludlam House)
6497c2c3d4762e2149e238bb,"Brooklyn Public Library, Park Slope Branch",LP-01994,,"Brooklyn Public Library, Park Slope Branch"
645836e44673c82a34f4ecf1,"Brooklyn Public Library, Williamsburgh Branch",LP-01995,,"Brooklyn Public Library, Williamsburgh Branch"
646192eae6fcaf3f17fab093,"New York Public Library, Morrisania Branch",LP-01996,,"New York Public Library, Morrisania Branch (originally McKinley Square Branch)"
648fae4713f51e5a4696f238,"New York Public Library, Port Richmond Branch",LP-01997,,"New York Public Library, Port Richmond Branch"
6451f9f73879cf70e53ff089,"New York Public Library, Tompkins Square Branch",LP-01998,,"New York Public Library, Tompkins Square Branch"
646fd2ad9e866c1d68eb5858,21 West Street Building,LP-01999,,21 West Street Building
5600baa0f58614cf075b7703,Empire State Building,LP-02000,,Empire State Building
649a5b17d4762e2149e238de,First Free Congregational Church,LP-02004,,"First Free Congregational Church, now Polytechnic Institute Building"
649a5cdcd4762e2149e238e0,Friends Meeting House,LP-02005,,Friends Meeting House
6470cd1b9e866c1d68eb5876,Public School 71K,LP-02006,Beth Jacob School,"Public School 71K (now Beth Jacob School, part of United Talmudical Academy Torah V'yirah)"
6455b0be4673c82a34f4ecc3,Public School 65K,LP-02007,,Public School 65K
6455b1a94673c82a34f4ecc4,Public School 108,LP-02008,,Public School 108
6470d4539e866c1d68eb5879,New England Congregational Chuch,LP-02009,,"New England Congregational Church, now Light of the World (La Luz del Mundo) Church"
6455aed84673c82a34f4ecc0,Pratt Institute: Main Building Complex,LP-02010,,Pratt Institute Main Building including attached South Hall and Memorial Hall
6455ae0c4673c82a34f4ecbf,Pratt Institute Library,LP-02011,,Pratt Institute Library
6470ea5c9e866c1d68eb5887,Pratt Institute Faculty Rowhouses,LP-02012,,Pratt Institute Faculty Rowhouses
6455f1974673c82a34f4ecd6,Saint Mary's Episcopal Church,LP-02013,,Saint Mary's Episcopal Church
6455efbd4673c82a34f4ecd4,Saint Luke's Episcopal Church,LP-02014,,Church of St. Luke and St. Matthew (Episcopal)
6455afa64673c82a34f4ecc2,Lincoln Club,LP-02015,Mechanics Temple | Independent Order of Mechanics of the Western Hemisphere,Lincoln Club
6470e7059e866c1d68eb5880,Royal Castle Apartments,LP-02016,,Royal Castle Apartments
643ecea74ac6203737fd6e79,19th Police Precinct Station House,LP-02018,,19th (originally 25th) Police Precinct Station House
645342f03879cf70e53ff0b3,23rd Police Precinct Station House,LP-02019,,"23rd Police Precinct (""Tenderloin"") Station House (now Traffic Control Division)"
648cb8ea7c55b27c2c708065,Police Athletic League Building,LP-02020,,Police Athletic League Building (originally Grammar School 47)
64a070b419d97124a7a9d360,Public School 28,LP-02021,,Third County Courthouse
64a06e4119d97124a7a9d35e,Stephens-Prier House,LP-02022,,Stephens-Prier House
64330d7da90bce6b6c83bae2,I. Miller Building,LP-02023,,I. Miller Building
644b1e51e7abb0665474a295,Park Row Building,LP-02024,,Park Row Building
64550d943879cf70e53ff0d0,Bank of New York & Trust Company Building,LP-02025,,(Former) Bank of New York & Trust Company Building
64781919426b0f007933dcfd,James Hampden Robb and Cornelia Van Rennselaer Robb House,LP-02026,,(Former) James Hampden and Cornelia Van Rensselaer Robb House
646977e29e866c1d68eb576c,Gorham Building,LP-02027,,Gorham Building
646aee8d9e866c1d68eb579e,Young Men's Institute Building,LP-02028,,(Former) Young Men's Institute Building of the Young Men's Christian Association (YMCA)
648d5d577c55b27c2c70807d,1 Wall Street Building,LP-02029,,"1 Wall Street Building  (originally Irving Trust Company Building, now The Bank of New York Building)"
648cbede7c55b27c2c70806d,Nicholas C. and Agnes Benziger House,LP-02030,,Nicholas C. and Agnes Benziger House
6456fd6f4673c82a34f4ecda,New York Times Building,LP-02031,,(Former) New York Times Building
64550a1b3879cf70e53ff0ce,Charlie Parker Residence,LP-02032,,Charlie Parker Residence
645343793879cf70e53ff0b4,28th Police Precinct Station House,LP-02034,,28th Police Precinct Station House
647d2284426b0f007933ddfe,"Fire Engine Company 289, Ladder Company 138",LP-02035,,"Fire Engine Company 289, Ladder Company 138"
643a13a64ac6203737fd6e40,Loew's Valencia Theater,LP-02036,Tabernacle of Prayer for All People,(Former) Loew's Valencia Theater (now Tabernacle of Prayer)
5600d1e0f58614cf075b7707,Riverside Church,LP-02037,,The Riverside Church
645920494673c82a34f4ecfb,American Tract Society Building,LP-02038,,American Tract Society Building
647e355a426b0f007933de1a,Louis H. Chalif Normal School of Dancing,LP-02041,,Louis H. Chalif Normal School of Dancing (now Columbia Artists Management Inc. Building)
647e36d4426b0f007933de1c,130 West 57th Street Studio Building,LP-02042,,130 West 57th Street Studio Building
647e3651426b0f007933de1b,140 West 57th Street Studio Building,LP-02043,,140 West 57th Street Studio Building
64a49ee6fc95c50bc98dcf97,"Queens Borough Public Library, Poppenhusen Branch",LP-02045,,"The Queens Borough Public Library, Poppenhusen Branch"
645ddd03e6fcaf3f17fab015,"Fire House, Hook and Ladder 17",LP-02046,,"Fire House, Hook and Ladder 17 (also now Engine Company 60)"
6482535fc57c9f5a476e2bff,Williamsbridge Reservoir Keeper's House,LP-02047,,Williamsbridge Reservoir Keeper's House
64684c469e866c1d68eb571f,Tremont Baptist Church,LP-02048,,Tremont Baptist Church
646433946117d262815b107f,American Female Guardian Society and Home,LP-02049,,(Former) American Female Guardian Society and Home for the Friendless Woody Crest Home
6451da263879cf70e53ff07c,Fire Engine Company No. 67,LP-02050,,Fire Engine Company No. 67
648690643ee0be6578226192,Croton Aqueduct West 119th Street Gatehouse,LP-02051,,"Croton Aqueduct, West 119th Street Gatehouse"
6461c017e6fcaf3f17fab0bb,Hamilton Theater (Former),LP-02052,,Coney Island (Riegelmann) Boardwalk
64c1d4d254ab1c604a34d2ab,"Saint George's Church, Old Parish House and Graveyard",LP-02053,,"St. George's (Episcopal) Church, Old Parish House and Graveyard"
647036519e866c1d68eb586d,"Brooklyn Public Library, DeKalb Branch",LP-02054,,"Brooklyn Public Library, DeKalb Branch"
64c0596f54ab1c604a34d255,"Children's Aid Society, Tompkins Square Lodging House for Boys and Industrial School",LP-02055,,"Children's Aid Society, Tompkins Square Lodging House for Boys and Industrial School aka Eleventh Ward Lodging House"
64457dd4e7abb0665474a213,Whitehall Building,LP-02056,,The Whitehall Building
648fd2f113f51e5a4696f241,Staten Island Family Courthouse,LP-02057,,Staten Island Family Courthouse (originally Staten Island Children's Courthouse)
648fd38613f51e5a4696f242,120th Police Precinct Station House,LP-02058,,120th Police Precinct Station House (Former 66th Police Precinct Station House and Headquarters)
64b04ad954ab1c604a34d07a,Hadley House,LP-02059,,Hadley House
6452de093879cf70e53ff093,"New York Public Library, Muhlenberg Branch",LP-02060,,"New York Public Library, Muhlenberg Branch"
646e36d19e866c1d68eb5836,"Swift, Seaman & Company Building",LP-02061,,"Swift, Seaman & Company Building"
64a4bbd4fc95c50bc98dcf9e,Bedford Park Congregational Church,LP-02062,,Bedford Park Congregational Church
6483de4c3ee0be657822617c,21 Tier Street House,LP-02063,,21 Tier Street House
646984839e866c1d68eb5773,Russell Sage Foundation Building and Annex,LP-02065,,Russell Sage Foundation Building and Annex
64a9bfb0fc95c50bc98dcfbc,"Ridgewood Savings Bank, Forest Hills Branch",LP-02066,,"Ridgewood Savings Bank, Forest Hills Branch"
6468a5c19e866c1d68eb5748,New York Life Insurance Company Building,LP-02067,,New York Life Insurance Company Building
64a71aa1fc95c50bc98dcfab,Brougham Cottage,LP-02068,,Brougham Cottage
647abaaa426b0f007933dd18,Louis A. and Laura Stirn House,LP-02069,,Louis A. and Laura Stirn House
647cf99e426b0f007933ddee,314 East 53rd Street House,LP-02071,,314 East 53rd Street House
6473b0d5426b0f007933dcbf,Public School 166,LP-02072,,Public School 166
648fd4e913f51e5a4696f244,August and Augusta Schoverling House,LP-02073,,August and Augusta Schoverling House
648d59897c55b27c2c708079,Broad Exchange Building,LP-02074,,Broad Exchange Building
648d5b567c55b27c2c70807b,Downtown Athletic Club Building,LP-02075,,Downtown Athletic Club Building
646831429e866c1d68eb570b,Aberdeen Hotel,LP-02076,,(Former) Aberdeen Hotel (now Best Western Manhattan Hotel)
645be4a7e6fcaf3f17faafcd,Catholic Apostolic Church,LP-02077,Church for All Nations,Catholic Apostolic Church (now Church for All Nations)
645be596e6fcaf3f17faafcf,United States Rubber Company Building,LP-02078,,(Former) United States Rubber Company Building
645be513e6fcaf3f17faafce,Rockefeller Guest House,LP-02079,,Rockefeller Guest House
64668c356117d262815b10af,American Seamen's Friend Society Sailors' Home and Institute,LP-02080,,American Seamen's Friend Society Sailors' Home and Institute
64800356426b0f007933de3f,A. T. Demarest & Company and Peerless Motor Car Company Buildings,LP-02082,,
64418d7094494a7b43e48335,Studebaker Building,LP-02083,,The Studebaker Building
647e29ef426b0f007933de10,"William and Helen Ziegler, Jr. House",LP-02084,,"William and Helen Martin Murphy Ziegler, Jr. House"
645beb27e6fcaf3f17faafd8,Mary Hale Cunningham House,LP-02085,,Mary Hale Cunningham House
5609c0b9f89701aedbaebbcc,"Benevolent and Protective Order of Elks, Lodge Number 878",LP-02086,,"Benevolent and Protective Order of Elks, Lodge Number 878"
64ada247fc95c50bc98dd030,Brinckerhoff Cemetery,LP-02087,,Coney Island (Riegelmann) Boardwalk
64b35a2c54ab1c604a34d0fc,Suffolk Title and Guarantee Company Building,LP-02088,,(Former) Suffolk Title and Guarantee Company Building
6499b8a2d4762e2149e238cf,Duffield Street Houses,LP-02089,,Duffield Street Houses
64825682c57c9f5a476e2c01,Magen David Synagogue,LP-02090,,Magen David Synagogue
645be2dae6fcaf3f17faafca,New York Times Building,LP-02091,,New York Times Building (originally the Times Annex)
64a06bf019d97124a7a9d35d,Edwards-Barton House,LP-02093,,Third County Courthouse
649b956ad4762e2149e238f5,German-American Shooting Society Clubhouse,LP-02094,,German-American Shooting Society Clubhouse
648678b23ee0be657822618e,Sunset Park Court House,LP-02096,,(Former) Sunset Park Court House
6452ded73879cf70e53ff094,"New York Public Library, Chatham Square Branch",LP-02098,,"New York Public Library, Chatham Square Branch"
6455ac364673c82a34f4ecbe,Lefferts-Laidlaw House,LP-02099,,Lefferts-Laidlaw House
645b15cb4673c82a34f4ed7d,Steinway Hall,LP-02100,,Steinway Hall
646899249e866c1d68eb5744,130 West 30th Street Building,LP-02101,,130 West 30th Street Building
64a4b36ffc95c50bc98dcf99,Childs Restaurant Building,LP-02106,,(Former) Childs Restaurant Building
647ba3d6426b0f007933dd66,94-100 Lafayette Street Building,LP-02107,,"94-100 Lafayette Street Building (now called the A vildsen Building),"
648ff76613f51e5a4696f25b,Brooklyn Clay Retort and Fire Brick Works Storehouse,LP-02108,,Brooklyn Clay Retort and Fire Brick Works Storehouse
6465541e6117d262815b1095,Jamaica Savings Bank,LP-02109,,(Former) Jamaica Savings Bank
648ffc7f13f51e5a4696f25f,"Begrisch Hall, New York University",LP-02110,,"Gould Memorial Library, New York University"
646e2f279e866c1d68eb582b,325-333 Broadway Building,LP-02112,,325-333 Broadway Building
648691243ee0be6578226194,"Plant and Scrymser Pavilions for Private Patients, St. Luke's Hospital",LP-02113,,"Plant and Scrymser Pavilions for Private Patients, St. Luke's Hospital"
647811e2426b0f007933dcf8,"Phelps Stokes-J. P. Morgan, Jr., House",LP-02114,,"Phelps Stokes - J.P. Morgan, Jr. House (now part of the Morgan Library)"
6483781c3ee0be657822617a,Samuel Pell House,LP-02115,,Samuel Pell House
645bef3de6fcaf3f17faafe0,240 Central Park South Apartments,LP-02116,,240 Central Park South Apartments
6445e11ee7abb0665474a221,Socony-Mobil Building,LP-02117,,Socony-Mobil Building
6447185fe7abb0665474a22a,Ritz Tower,LP-02118,,
645344323879cf70e53ff0b5,30th Police Precinct Station House (Former),LP-02121,,(Former) 30th Police Precinct Station House (Originally 32nd Police Precinct Station House)
648cb98f7c55b27c2c708066,Baumann Brothers Furniture and Carpets Store,LP-02123,,Baumann Brothers Furniture and Carpets Store
645bf66be6fcaf3f17faafe7,L. P. Hollander & Company Building,LP-02124,,(Former) L.P. Hollander & Company Building
645bdfb4e6fcaf3f17faafc6,Aeolian Building,LP-02125,,Aeolian Building (later Elizabeth Arden Building)
64a496a5fc95c50bc98dcf91,Richmond Hill Republican Club,LP-02126,,Richmond Hill Republican Club
64332232a90bce6b6c83baed,Brown Building,LP-02128,Asch Building,Brown Building (originally Asch Building)
5606bfc4f89701aedbaebb77,Erasmus Hall Academy,LP-02130,,Erasmus Hall High School
64aafc46fc95c50bc98dcfeb,Newtown High School,LP-02131,,Newtown High School
64698d049e866c1d68eb577c,Expanded Site of the Church of the Transfiguration,LP-02133,,Church of the Transfiguration
645723304673c82a34f4ece2,Williamsburgh Houses,LP-02135,,Coney Island (Riegelmann) Boardwalk
64bf361e54ab1c604a34d1ec,Protestant Reformed Dutch Church of Flushing (Bowne Street Community Church),LP-02137,,Protestant Reformed Dutch Church of Flushing (Bowne Street Community Church)
64583b524673c82a34f4ecf4,Thomson Meter Company Building,LP-02139,New York Eskimo Pie Corporation Building,Thomson Meter Company Building (later New York Eskimo Pie Corporation Building)
6485228f3ee0be6578226180,H. H. Richardson House,LP-02141,,H. H. Richardson House
646c1a8b9e866c1d68eb57b1,Kehila Kadosha Janina Synagogue,LP-02143,,Kehila Kadosha Janina Synagogue
6499ba22d4762e2149e238d0,Long Island Headquarters of the New York Telephone Company,LP-02144,,Long Island Headquarters of the New York Telephone Company
64962fc113f51e5a4696f270,Van Sicklen House,LP-02145,,Van Sicklen House
64582b934673c82a34f4ece3,Hecla Iron Works Building,LP-02146,,Hecla Iron Works Building
648cb6b97c55b27c2c708062,127 MacDougal Street House,LP-02149,,127 MacDougal Street House
648cb62f7c55b27c2c708061,129 MacDougal Street House,LP-02150,,129 MacDougal Street House
648cb5947c55b27c2c708060,131 MacDougal Street House,LP-02151,,131 MacDougal Street House
6470d62b9e866c1d68eb587b,F. J. Berlenbach House,LP-02152,,F. J. Berlenbach House
64689ef69e866c1d68eb5746,The Wilbraham,LP-02153,,The Wilbraham
64a49840fc95c50bc98dcf92,35-34 Bell Boulevard,LP-02154,,35-34 Bell Boulevard
6499bb28d4762e2149e238d1,New York and New Jersey Telephone and Telegraph Building,LP-02156,,(Former) New York and New Jersey Telephone and Telegraph Building
649b94bfd4762e2149e238f4,Hamilton-Holly House,LP-02157,,Hamilton-Holly House
6455d4854673c82a34f4ecd0,Avenue H Station,LP-02158,,Avenue H Station House
6498d119d4762e2149e238c4,Fitzgerald/Ginsberg House,LP-02160,,Fitzgerald/Ginsberg Mansion
645835cf4673c82a34f4ecef,"Smith, Gray & Company Building",LP-02161,,"Smith, Gray & Company Building"
646aedb89e866c1d68eb579d,Germania Bank Building,LP-02162,,(Former) Germania Bank Building
648cb0c37c55b27c2c70805a,St. Aloysius Roman Catholic Church,LP-02164,,Saint Aloysius Roman Catholic Church
648a8b297c55b27c2c708024,Church of All Saints Complex,LP-02165,,Coney Island (Riegelmann) Boardwalk
648d5de97c55b27c2c70807e,Robert and Anne Dickey House,LP-02166,,Robert and Anne Dickey House
645315243879cf70e53ff0aa,Saint George's Syrian Catholic Church,LP-02167,,(Former) St. George's Syrian Catholic Church
64a04eaf19d97124a7a9d34f,Seaman Cottage,LP-02168,,Third County Courthouse
649a5f91d4762e2149e238e4,Offerman Building,LP-02169,,Offerman Building
649a6118d4762e2149e238e6,A.I. Namm & Son Department Store,LP-02170,,A. I. Namm & Son Department Store
645be028e6fcaf3f17faafc8,The Windermere,LP-02171,,The Windermere
64825b0ac57c9f5a476e2c04,Sohmer & Company Piano Factory,LP-02172,,Sohmer & Company Piano Factory Building
64a12606fc95c50bc98dcf79,Ralph Bunche House,LP-02175,,Ralph Bunche House
645bdc31e6fcaf3f17faafc0,Summit Hotel,LP-02176,,Summit Hotel
648d53467c55b27c2c708071,Keuffel & Esser Company Building,LP-02178,,Keuffel & Esser Company Building
648fcdf213f51e5a4696f23b,John DeGroot House,LP-02179,,John DeGroot House
646841c99e866c1d68eb5710,Stewart & Company Building,LP-02185,,Stewart & Company Building
646808f39e866c1d68eb56fc,2 Park Avenue Building,LP-02186,,2 Park Avenue Building
64794de4426b0f007933dd03,Public School 64,LP-02188,,(Former) Public School 64
6477aee6426b0f007933dce8,1 Pendleton Place House,LP-02189,,1 Pendleton Place House
648fcf2913f51e5a4696f23d,Mark W. Allen House,LP-02190,,Mark W. Allen House
646eda609e866c1d68eb583f,Morse Building,LP-02191,Nassau-Beekman Building,Morse Building
645efdcce6fcaf3f17fab04e,Horn & Hardart Automat-Cafeteria Building,LP-02192,,Horn & Hardart Automat-Cafeteria Building
644b4fc83879cf70e53ff010,American Telephone & Telegraph Company Building,LP-02194,,American Telephone & Telegraph Company Building
6433114aa90bce6b6c83bae5,Estey Piano Company Building,LP-02195,,Estey Piano Company Factory
649a5a18d4762e2149e238dc,Astoria Park Pool and Play Center,LP-02196,,Astoria Park Pool and Play Center
64331043a90bce6b6c83bae4,Orchard Beach Bath House and Promenade,LP-02197,,"Bartow-Pell Mansion, Expanded Landmark Site"
6461bea0e6fcaf3f17fab0ba,Claremont Theater Building,LP-02198,,Claremont Theater Building
64a49c48fc95c50bc98dcf95,"Fire Engine Company 258, Hook and Ladder Company 115",LP-02200,,"Fire Engine Company 258, Hook and Ladder Company 115"
647ab91b426b0f007933dd17,Staten Island Savings Bank Building,LP-02201,,Staten Island Savings Bank Building
648ffa7d13f51e5a4696f25e,New York & Long Island Coignet Stone Company Building,LP-02202,,
645446003879cf70e53ff0c6,Van Tassell & Kearney Auction Mart,LP-02205,,Van Tassell & Kearney Auction Mart
64876b283ee0be65782261a3,George B. and Susan Elkins House,LP-02207,,George B. and Susan Elkins House
64668aa26117d262815b10ac,354 West 11th Street House,LP-02210,,354 West 11th Street House
646685a46117d262815b10ab,159 Charles Street House,LP-02211,,159 Charles Street House
646684bd6117d262815b10a8,Keller Hotel,LP-02212,,Keller Hotel
64700b3e9e866c1d68eb5860,63 Nassau Street Building,LP-02213,,63 Nassau Street Building
64471a76e7abb0665474a22d,"Laboratory Administration Building, Brooklyn Botanic Garden",LP-02214,,"Laboratory Administration Building, Brooklyn Botanic Garden"
6470ec359e866c1d68eb5889,James W. and Lucy S. Elwell House,LP-02215,,James W. and Lucy S. Elwell House
646fab3a9e866c1d68eb5843,23 Park Place Building,LP-02217,,23 Park Place Building
648d54347c55b27c2c708072,94 Greenwich Street House,LP-02218,,94 Greenwich Street House
646faa769e866c1d68eb5842,25 Park Place Building,LP-02223,,25 Park Place Building
646e30939e866c1d68eb582d,488 Greenwich Street House,LP-02224,,488 Greenwich Street House
646e31559e866c1d68eb582f,486 Greenwich Street House,LP-02225,,486 Greenwich Street House
647e395f426b0f007933de1e,Frederick C. and Birdsall Otis Edey Residence,LP-02226,,Frederick C. and Birdsall Otis Edey Residence
645be8a4e6fcaf3f17faafd4,Henry Seligman Residence,LP-02227,,Henry Seligman Residence
64a71b96fc95c50bc98dcfac,Gillett-Tyler House,LP-02231,,Gillett-Tyler House
646191a9e6fcaf3f17fab092,Crotona Play Center,LP-02232,,Crotona Play Center
647abd16426b0f007933dd19,Tompkinsville (Joseph H. Lyons) Pool,LP-02234,,Tompkinsville (Joseph H. Lyons) Pool
64a4891ffc95c50bc98dcf8f,Thomas Jefferson Play Center,LP-02236,,Thomas Jefferson Play Center
648b5c4f7c55b27c2c70802c,Highbridge Play Center,LP-02237,,Water Tower
644b226ce7abb0665474a298,Jackie Robinson Play Center,LP-02238,,Coney Island (Riegelmann) Boardwalk
64acb1a4fc95c50bc98dd01d,Betsy Head Play Center,LP-02240,,Betsy Head Play Center
64acb57efc95c50bc98dd01e,Red Hook Play Center,LP-02241,,Red Hook Play Center (Sol Goldman Pool)
6496449613f51e5a4696f279,Sunset Play Center,LP-02242,,Sunset Play Center
64333f6ea90bce6b6c83bafd,McCarren Play Center,LP-02244,,McCarren Play Center
64813e81c57c9f5a476e2bbc,Manhattan House,LP-02246,,Manhattan House
646987d89e866c1d68eb5777,Guardian Life Insurance Company of America Annex,LP-02247,,Guardian Life Insurance Company of America Annex
64c44ea654ab1c604a34d354,John H. and Elizabeth J. Elsworth House,LP-02249,,John H. and Elizabeth J. Elsworth House
648faa6213f51e5a4696f233,Standard Varnish Works Factory Office Building,LP-02250,,Standard Varnish Works Factory Office Building
64794b59426b0f007933dd01,"Free Public Baths of the City of New York, East 11th Street Bath",LP-02252,,"Free Public Baths of the City of New York, East 11th Street Bath"
64a0741619d97124a7a9d363,Nathaniel J. and Ann C. Wyeth House,LP-02253,,Nathaniel J. and Ann C. Wyeth House
64698dcb9e866c1d68eb577d,St. Stephen's Church,LP-02259,,St. Stephen's Church (The Church of Our Lady of the Scapular & St. Stephen)
6473b541426b0f007933dcc2,Church of St. Paul the Apostle,LP-02260,,
647950fd426b0f007933dd05,Congregation Beth Hamedrash Hagadol Anshe Ungarin (Great House of Study of the People of Hungary) (Former),LP-02261,,(Former) Congregation Beth Hamedrash Habagdol Anshe Ungarn
64795281426b0f007933dd06,Wheatsworth Bakery Building,LP-02262,,Wheatsworth Bakery Building
648a4e2e7c55b27c2c708011,Public National Bank of New York Building,LP-02263,,Public National Bank of New York Building (later Public National Bank & Trust Company of New York Building)
647e325f426b0f007933de19,Morris B. Sanders Studio & Apartment,LP-02267,,Morris B. Sanders Studio & Apartment
6433127aa90bce6b6c83bae6,"Havemeyers & Elder Filter, Pan and Finishing House",LP-02268,,"Havemeyers & Elder Filter, Pan & Finishing House"
646c296f9e866c1d68eb57b8,511 Grand Street House,LP-02269,,511 Grand Street House
646c29e59e866c1d68eb57b9,513 Grand Street House,LP-02270,,513 Grand Street House
644b4c5d3879cf70e53ff00a,Lord & Taylor Building,LP-02271,,Lord & Taylor Building
6499b379d4762e2149e238cb,"Voelker Orth Museum, Bird Sanctuary and Victorian Garden",LP-02272,,"Voelker Orth Museum, Bird Sanctuary and Victorian Garden"
645427353879cf70e53ff0c2,Webster Hall and Annex,LP-02273,,Webster Hall and Annex
6454a13a3879cf70e53ff0cb,"Children's Aid Society, Elizabeth Home for Girls",LP-02274,,"Children's Aid Society, Elizabeth Home for Girls"
64701f449e866c1d68eb5868,William Ulmer Brewery,LP-02280,,Coney Island (Riegelmann) Boardwalk
6473bad2426b0f007933dccb,"St. Michael's Episcopal Church, Parish House and Rectory",LP-02281,,Coney Island (Riegelmann) Boardwalk
647d1faa426b0f007933ddfb,Congregation Tifereth Israel,LP-02283,,Congregation Tifereth Israel
6451d97e3879cf70e53ff07b,Fire Engine Company No. 53,LP-02284,,Fire Engine Company No. 53
6496407b13f51e5a4696f278,"Flatbush District No. 1 School, later Public School 90",LP-02285,,"Flatbush District No. 1 School, later Public School 90"
6477f728426b0f007933dcec,275 Madison Avenue Building,LP-02286,22 East 40th Street Building,275 Madison Avenue Building
6455ecf64673c82a34f4ecd1,Hubbard House,LP-02292,,Hubbard House
648d56607c55b27c2c708074,One Chase Manhattan Plaza,LP-02294,,One Chase Manhattan Plaza
64780cf4426b0f007933dcf4,The Allerton 39th Street House,LP-02296,,The Allerton 39th Street House
645bf716e6fcaf3f17faafe8,Society House of the American Society of Civil Engineers,LP-02297,,Society House of the American Society of Civil Engineers
64a4b9a0fc95c50bc98dcf9c,American Bank Note Company Printing Plant,LP-02298,,American Bank Note Company Printing Plant
6451d8f53879cf70e53ff07a,Fire Engine Company No. 54,LP-02299,47th Street Theatre,(Former) Fire Engine Company No. 54
6459df104673c82a34f4ed17,University Village,LP-02300,Silver Towers | Silver Towers I & II | 505 LaGuardia Place,Coney Island (Riegelmann) Boardwalk
6452dfb33879cf70e53ff095,"New York Public Library, George Bruce Branch",LP-02304,,New York Public Library George Bruce Branch
6452e0523879cf70e53ff096,"New York Public Library, 125th Street Branch",LP-02305,,"The New York Public Library, 125th Street Branch"
64668b806117d262815b10ad,F.W. Devoe & Co. Factory,LP-02308,,F. W. Devoe & Co. Factory
