_id,title,lpNumber,aliases,areaName
6433146da90bce6b6c83bae7,New York Botanical Garden Museum,LP-02311,,"New York Botanical Garden Museum (now library) Building, Fountain of Life, and Tulip Tree Allee"
648a8c6c7c55b27c2c708025,Saint Nicholas of Myra Orthodox Church,LP-02312,,Saint Nicholas of Myra Orthodox Church
6447411de7abb0665474a234,Consolidated Edison Company Building,LP-02313,,Consolidated Edison Building
648d6d597c55b27c2c708087,144 West 14th Street Building,LP-02315,,144 West 14th Street Building
64ad87f6fc95c50bc98dd02c,Jamaica High School,LP-02316,,Jamaica High School
6482509ec57c9f5a476e2bfd,Public School 66,LP-02317,,"Public School 66 (Formerly the Brooklyn Hills School, Later the Oxford School, Now the Jacqueline Kennedy Onassis School)"
6462cb57e6fcaf3f17fab0c5,Grammar School No. 9,LP-02318,,Grammar School No. 9 (Later PS 9 / John Jasper School)
6487feaa3ee0be65782261bc,Mount Olive Fire Baptized Holiness Church,LP-02320,,Mount Olive Fire Baptized Holiness Church (Former Second Reformed Presbyterian Church)
64a9cc54fc95c50bc98dcfbd,Herman A. and Malvina Schleicher House,LP-02321,,Herman A. and Malvina Schleicher House
64618feae6fcaf3f17fab090,"New York Public Library, Woodstock Branch",LP-02322,,"New York Public Library, Woodstock Branch"
646190b2e6fcaf3f17fab091,"New York Public Library, Hunts Point Branch",LP-02323,,"New York Public Library, Hunts Point Branch"
64a49a01fc95c50bc98dcf93,Ridgewood Theater Building,LP-02325,,Ridgewood Theater Building
6477fd0e426b0f007933dcf0,Middleton S. and Emilie Neilson Burrill House,LP-02326,,Middleton S. and Emilie Neilson Burrill House
647e2f39426b0f007933de16,John Pierce Residence,LP-02327,,John Peirce Residence
64794f23426b0f007933dd04,Aschenbroedel Verein Building,LP-02328,Gesangverein Schillerbund | La Mama Experimental Theatre Club,Aschenbroedel Verein (later Gesangverein Schillerbund) Building
645bea00e6fcaf3f17faafd6,Edith Andrews Logan Residence,LP-02329,,Edith Andrews Logan Residence
647e37e9426b0f007933de1d,E. Hayward and Amelia Parsons Ferry House,LP-02330,,E. Hayward and Amelia Parsons Ferry House
64794943426b0f007933dd00,Ralph and Ann E. Van Wyck Mead House,LP-02331,Isaac T. Hopper Home of the Women's Prison Association,Ralph and Ann E. Van Wyck Mead House (late Isaac T. Hopper Home of the Women's Prison Association)
649a5ea2d4762e2149e238e3,Brooklyn Union Gas Company Building,LP-02336,,Brooklyn Union Gas Company Building
648b5bbe7c55b27c2c70802b,Fort Washington Presbyterian Church,LP-02337,,Fort Washington Presbyterian Church
64471c00e7abb0665474a22e,West Park Presbyterian Church,LP-02338,,West Park Presbyterian Church
647e3aa2426b0f007933de1f,Joseph B. and Josephine H. Bissell House,LP-02340,,Joseph B. and Josephine H. Bissell House
64af528c54ab1c604a34d052,John William and Lydia Ann Bell Ahles House,LP-02341,,John William and Lydia Ann Bell Ahles House
645bdce0e6fcaf3f17faafc1,Paramount Hotel,LP-02342,,Paramount Hotel
646e2e5d9e866c1d68eb582a,311 Broadway Building,LP-02343,,311 Broadway Building
645bfd3de6fcaf3f17faaff2,57 Sullivan Street House,LP-02344,,57 Sullivan Street House
64688b659e866c1d68eb573b,145 Eighth Avenue House,LP-02345,,145 Eighth Avenue House
64688c1f9e866c1d68eb573c,147 Eighth Avenue House,LP-02346,,147 Eighth Avenue House
648fd45913f51e5a4696f243,The Vanderzee-Harper House,LP-02349,,Vanderzee-Harper House
646c19f79e866c1d68eb57b0,143 Allen Street House,LP-02350,,143 Allen Street House
646d039a9e866c1d68eb57e2,97 Bowery Building,LP-02353,,97 Bowery Building
64794c46426b0f007933dd02,Germania Fire Insurance Company Bowery Building,LP-02354,,Germania Fire Insurance Company Bowery Building
646c307f9e866c1d68eb57c0,S. Jarmulowsky Bank Building,LP-02363,,S. Jarmulowsky Bank Building
648524493ee0be6578226181,Mary and David Burgher House,LP-02367,,Mary and David Burgher House
646c2ffc9e866c1d68eb57bf,Loew's Canal Street Theatre,LP-02368,,Loew's Canal Street Theatre
64a4b626fc95c50bc98dcf9a,"Headquarters Troop, 51st Cavalry Brigade Armory",LP-02369,,"Headquarters Troop, 51st Cavalry Brigade Armory"
645dde31e6fcaf3f17fab017,Dollar Savings Bank,LP-02370,,(Former) Dollar Savings Bank
643a142c4ac6203737fd6e41,Interborough Rapid Transit Company Powerhouse,LP-02374,,Interborough Rapid Transit Company Powerhouse
64484a6ee7abb0665474a242,Look Building,LP-02376,,Look Building
648fdb6513f51e5a4696f246,"411 Westervelt Avenue House, Horton's Row",LP-02377,,"411 Westervelt Avenue House, Horton's Row"
648fdc1213f51e5a4696f247,"413 Westervelt Avenue House, Horton's Row",LP-02378,,"413 Westervelt Avenue House, Horton's Row"
645be424e6fcaf3f17faafcc,Yale Club of New York City Building,LP-02379,Penn Club of New York,(Former) Yale Club of New York City Building (now Penn Club of New York)
645bed70e6fcaf3f17faafdc,B. F. Goodrich Company Building,LP-02380,,B. F. Goodrich Company Building
648fdc9013f51e5a4696f248,"415 Westervelt Avenue House, Horton's Row",LP-02381,,"415 Westervelt Avenue House, Horton's Row"
648fde3b13f51e5a4696f24c,"417 Westervelt Avenue House, Horton's Row",LP-02382,,"417 Westervelt Avenue House, Horton's Row"
6477aff9426b0f007933dce9,Christ Church Complex,LP-02383,,Coney Island (Riegelmann) Boardwalk
6441bab494494a7b43e4833e,Reformed Church on Staten Island,LP-02384,,"Reformed Church on Staten Island, Sunday School Building, and Cemetery"
6468340b9e866c1d68eb570f,Springs Mills Building,LP-02385,,Springs Mills Building
646561e46117d262815b1099,Jamaica Chamber of Commerce Building,LP-02386,,Jamaica Chamber of Commerce Building
645bdd62e6fcaf3f17faafc2,Brill Building,LP-02387,,Brill Building
645ddec0e6fcaf3f17fab018,Haffen Building,LP-02388,,Haffen Building
64488f03e7abb0665474a259,Union League Club,LP-02389,,Union League Club
645becebe6fcaf3f17faafdb,Paul Rudolph Penthouse & Apartments,LP-02390,,Paul Rudolph Penthouse & Apartments
6453036b3879cf70e53ff0a5,Bell Telephone Laboratories Complex,LP-02391,Westbeth | Western Electric Company & Hook's Steam-powered Factory Buildings | Westbeth Artists' Housing,Bell Telephone Laboratories Complex (including the former Western Electric Company and Hook's Steam-powered Factory Buildings)
64ae0cf0fc95c50bc98dd03c,Jamaica Savings Bank,LP-02393,,Jamaica Savings Bank
64adef33fc95c50bc98dd036,William H. Schofield House,LP-02395,,William H. Schofield House
64ae37f7fc95c50bc98dd040,Greyston Gatehouse,LP-02396,,"Greyston (William E. and Sarah T. Hoadley Dodge, Jr., Estate) Gatehouse"
646c31a39e866c1d68eb57c2,Edward Ridley & Sons Department Store Buildings,LP-02397,,Coney Island (Riegelmann) Boardwalk
647947df426b0f007933dcff,Eleventh Street Methodist Episcopal Chapel,LP-02398,,"Eleventh Street Methodist Episcopal Chapel (later People's Home Church and Settlement, now The Father's Heart Church)"
64ae374bfc95c50bc98dd03f,Alderbrook House,LP-02399,,Alderbrook House
646434786117d262815b1080,Noonan Plaza Apartments,LP-02400,,Noonan Plaza Apartments
6464352a6117d262815b1081,Union Reformed Church of Highbridge,LP-02401,Highbridge Community Church,Union Reformed Church of Highbridge (now Highbridge Community Church)
64af647f54ab1c604a34d055,Queens General Court House,LP-02404,,Queens General Court House
644850fce7abb0665474a24a,Fisk-Harkness House,LP-02406,,Fisk-Harkness House
64a4a021fc95c50bc98dcf98,Coney Island Theater Building,LP-02408,Shore Theater,Coney Island Theater Building
646d02b49e866c1d68eb57e1,Child's Restaurant Building,LP-02410,,Childs Restaurant Building
646af1aa9e866c1d68eb57a1,190 Grand Street House,LP-02411,,190 Grand Street House
646af09c9e866c1d68eb57a0,192 Grand Street House,LP-02412,,192 Grand Street House
646af2549e866c1d68eb57a2,339 Grand Street House,LP-02413,,339 Grand Street House
64c4606154ab1c604a34d371,Reverend Isaac Coleman and Rebecca Gray Coleman House,LP-02414,,Reverend Isaac Coleman and Rebecca Gray Coleman House
64c45fb554ab1c604a34d370,565 and 569 Bloomingdale Road Cottages,LP-02415,,565 and 569 Bloomingdale Road Cottages
64c45eb754ab1c604a34d36f,Rossville A.M.E. Zion Church,LP-02416,,Rossville AME Zion Church
6468322c9e866c1d68eb570c,Haskins & Sells Building,LP-02417,,Haskins & Sells Building
6470d7789e866c1d68eb587d,"St. Paul's Evangelical Lutheran Church, Sunday School and Parsonage",LP-02418,,"Saint Paul's Evangelical Lutheran Church, Sunday School and Parsonage"
648d6c827c55b27c2c708086,154 West 14th Street Building,LP-02419,,154 West 14th Street Building
645bddeee6fcaf3f17faafc3,Japan Society Headquarters,LP-02420,,Japan Society Headquarters
64680b839e866c1d68eb56fe,Hotel Wolcott,LP-02423,,Hotel Wolcott
646842859e866c1d68eb5711,Mills Hotel No. 3,LP-02424,,Mills Hotel No.3
646976359e866c1d68eb5769,Madison Belmont Building,LP-02425,,
645be645e6fcaf3f17faafd0,500 Fifth Avenue Building,LP-02427,,500 Fifth Avenue Building
64697a309e866c1d68eb576e,Martha Washington Hotel,LP-02428,,Martha Washington Hotel
644b217be7abb0665474a297,Church of the Transfiguration,LP-02429,,Engineers' Club Building
6463e0276117d262815b1079,Mutual Reserve Fund Life Association Building,LP-02431,,Mutual Reserve Building
6463e0b46117d262815b107a,"Rogers, Peet & Company Building",LP-02432,,"Rogers, Peet & Company Building"
646c1b4d9e866c1d68eb57b2,Neighborhood Playhouse,LP-02433,,The Neighborhood Playhouse
645e71cce6fcaf3f17fab03a,"Free Public Baths of the City of New York, East 54th Street Bath and Gymnasium",LP-02435,,"Free Public Baths of the City of New York, East 54th Street Bath and Gymnasium"
644b237ae7abb0665474a299,Cities Service Building,LP-02441,,Cities Service Building
648fad9713f51e5a4696f237,121 Herberton Avenue House,LP-02447,,29 Cottage Place House
64a12777fc95c50bc98dcf7a,Hawthorne Court Apartments,LP-02461,,Hawthorne Court Apartments
64405a594ac6203737fd6e88,Citizens Savings Bank,LP-02466,,Citizens Savings Bank
64330f0ba90bce6b6c83bae3,Sears Roebuck & Company Department Store,LP-02469,,Sears Roebuck & Company Department Store
645838214673c82a34f4ecf2,"Public National Bank of New York Building, Williamsburg Branch",LP-02471,,"Williamsburg Branch, Public National Bank of New York Building (now Bank of America)"
6444d848e7abb0665474a210,East New York Savings Bank Building,LP-02472,,East New York Savings Bank Building
64ae0a8ffc95c50bc98dd03a,Daniel and Abbie B. Eldridge House,LP-02473,,Daniel and Abbie B. Eldridge House
648cbd827c55b27c2c70806c,"R.H. Macy & Co. Store, 14th Street Annex",LP-02474,,"R. H. Macy & Company Store, 14th Street Annex"
6470efbe9e866c1d68eb588d,St. Casimir's Roman Catholic Church,LP-02476,,St. Casimir's Roman Catholic Church (now the Paul Robeson Theatre)
64667ba46117d262815b10a3,32 Dominick Street House,LP-02480,,32 Dominick Street House
64667c396117d262815b10a4,34 Dominick Street House,LP-02481,,34 Dominick Street House
64667c756117d262815b10a5,36 Dominick Street House,LP-02482,,36 Dominick Street House
645bf812e6fcaf3f17faafe9,Dennison and Lydia Wood House,LP-02486,,Dennison and Lydia Wood House
6483e04b3ee0be657822617d,Grammar School No. 102,LP-02487,,Public School 102 (later Public School 17 - The City Island School)
64697d6b9e866c1d68eb5772,Tammany Hall,LP-02490,The Tammany Hall Building | 44 Union Square | 100 East 17th Street,Tammany Hall
643a15b84ac6203737fd6e43,Bowery Mission,LP-02494,,The Bowery Mission
64591e354673c82a34f4ecf9,Barbizon Hotel for Women,LP-02495,,Barbizon Hotel for Women
64816c9cc57c9f5a476e2bc4,Yorkville Bank Building,LP-02510,,Yorkville Bank
55f71b86f58614cf075b763c,American Stock Exchange Building,LP-02515,New York Curb Exchange,"New York Curb Exchange (Incorporating the New York Curb Market Building), later known as the American Stock Exchange"
645bde86e6fcaf3f17faafc4,Hotel Mansfield,LP-02517,Mansfield Hotel,Hotel Mansfield (Now the Mansfield Hotel)
646aed1c9e866c1d68eb579c,Bowery Bank of New York Building,LP-02518,,Bowery Bank of New York Building
6470ee539e866c1d68eb588a,M. H. Renken Dairy Company Office Building,LP-02519,,Coney Island (Riegelmann) Boardwalk
645ddf5ce6fcaf3f17fab019,"Firehouse, Engine Company 83, Hook & Ladder 29",LP-02520,,"Firehouse, Engine Company 83 and Hook & Ladder 29"
645ddfece6fcaf3f17fab01a,"Firehouse, Engine Company 41",LP-02521,,"Firehouse, Engine Company 41 (now Engine Company/Squad 41)"
64a49debfc95c50bc98dcf96,"Firehouse, Engine Company 305 and Hook & Ladder 151",LP-02522,,"Firehouse, Engine Company 305, Hook & Ladder Company 151"
64a4bcc6fc95c50bc98dcf9f,"Firehouse, Engine Company 46",LP-02523,,"Firehouse, Engine Company 46 (now Engine Company 46/Hook & Ladder Company 17)"
64618ec0e6fcaf3f17fab08f,"Firehouses, Engine Company 73 and Hook & Ladder Company 42",LP-02524,,"Firehouses, Engine Company 73 and Hook & Ladder Company 42"
648ff89a13f51e5a4696f25d,"Firehouse, Engine Company 28",LP-02525,,"Firehouse, Engine Company 28 (now Engine Company 228)"
6497c175d4762e2149e238ba,"Firehouse, Engine Company 40/Hook & Ladder Company 21",LP-02526,,"Firehouse, Engine Company 40/ Hook & Ladder Company 21 (now Engine Company 240/ Battalion 48)"
6498d8dcd4762e2149e238c8,"Firehouse, Engine Company 268 and Hook & Ladder Company 137",LP-02527,,"Firehouse, Engine Company 268/Hook & Ladder Company 137"
560dfe0bf89701aedbaebc05,Forest Park Carousel,LP-02528,,Forest Park Carousel
646c2cc89e866c1d68eb57be,Bialystoker Center and Home for the Aged,LP-02529,,Bialystoker Center and Home for the Aged
646fafc49e866c1d68eb5847,140 Broadway,LP-02530,Marine Midland Bank Building,"140 Broadway, originally the Marine Midland Bank Building"
6452e1653879cf70e53ff097,"New York Public Library, Seward Park Branch",LP-02531,,"New York Public Library, Seward Park Branch"
646977319e866c1d68eb576b,St. Louis Hotel,LP-02533,Hotel Grand Union,St. Louis Hotel (now Hotel Grand Union)
6463df776117d262815b1078,Holland Plaza Building,LP-02537,,Holland Plaza Building (now One Hudson Square)
64ad890ffc95c50bc98dd02d,Jamaica High School,LP-02538,Jamaica Learning Center,Jamaica High School (Now Jamaica Learning Center)
646e34909e866c1d68eb5832,39 Worth Street Building,LP-02539,,39 Worth Street Building
646e35389e866c1d68eb5833,41 Worth Street Building,LP-02540,,41 Worth Street Building
6470370f9e866c1d68eb586e,"Ridgewood Lodge No. 710, Free and Accepted Masons",LP-02541,,"Ridgewood Lodge No. 710, Free and Accepted Masons"
647045bd9e866c1d68eb586f,Peter P. and Rosa M. Huberty House,LP-02542,,Peter P. and Rosa M. Huberty House
6470eb3d9e866c1d68eb5888,Henry and Susan McDonald House,LP-02543,,Henry and Susan McDonald House
6470d5039e866c1d68eb587a,Long Island Business College,LP-02544,,Long Island Business College
6461b952e6fcaf3f17fab0b3,Beaumont Apartments,LP-02545,,Beaumont Apartments
647020489e866c1d68eb5869,Doering-Bohack House,LP-02548,,Doering-Bohack House
647035c49e866c1d68eb586c,670 Bushwick Avenue,LP-02549,Catherina Lipsius House | Dr. Frederick A. Cook House,Catherina Lipsius House (aka Dr. Frederick A. Cook House)
645bdf16e6fcaf3f17faafc5,Graybar Building,LP-02554,,
647e2ca6426b0f007933de12,Beverly Hotel (later Benjamin Hotel),LP-02555,,Beverly Hotel (now The Benjamin)
6477f65e426b0f007933dceb,Pershing Square Building,LP-02556,,Pershing Square Building
645b16654673c82a34f4ed7e,Shelton Hotel,LP-02557,,Shelton Hotel
645b16f44673c82a34f4ed7f,Hotel Lexington,LP-02559,,Hotel Lexington
6470e9b19e866c1d68eb5886,4th Police Precinct Station House,LP-02562,,4th (now 88th) Police Precinct Station House
6451dc383879cf70e53ff07f,Firehouse Engine Company 29 (Former),LP-02564,,"(Former) Firehouse, Engine Company 29"
648d6e1c7c55b27c2c708088,The Salvation Army National and Territorial Headquarters,LP-02565,,0
6455b9b74673c82a34f4eccb,"Brooklyn Public Library, Stone Avenue Branch",LP-02568,,"Brooklyn Public Library, Stone Avenue Branch"
645313d73879cf70e53ff0a9,Corbin Building,LP-02569,,Corbin Building
6483657b3ee0be6578226177,"Bank of the Manhattan Company Building, Long Island City",LP-02570,,"Bank of the Manhattan Company Building, Long Island City"
6462cec8e6fcaf3f17fab0c7,Stonewall Inn,LP-02574,,0
64ad8021fc95c50bc98dd02a,Empire State Dairy Company Buildings,LP-02575,,The Empire State Dairy Company Buildings
647e31a3426b0f007933de18,400 Madison Avenue Building,LP-02576,,400 Madison Avenue Building
645be6cbe6fcaf3f17faafd1,Minnie E. Young House,LP-02577,,Minnie E. Young House
645be360e6fcaf3f17faafcb,Yale Club of New York City,LP-02579,,Yale Club of New York City
645b17934673c82a34f4ed80,Hampton Shops Building,LP-02580,,Hampton Shops Building
6477f54a426b0f007933dcea,18 East 41st Street Building,LP-02581,,18 East 41st Street
64471cf9e7abb0665474a22f,Citicorp Center (now 601 Lexington Avenue) including Saint Peter's Church,LP-02582,,Citicorp Center (now 601 Lexington Avenue) including Saint Peter's Church
643315caa90bce6b6c83bae8,Cathedral Church of St. John the Divine,LP-02585,,Coney Island (Riegelmann) Boardwalk
64488e23e7abb0665474a258,People's Trust Company Building,LP-02586,,People's Trust Company Building
6496633213f51e5a4696f27c,National Title Guaranty Company Building,LP-02587,,National Title Guaranty Company Building
6499b4acd4762e2149e238cc,Old Saint James Episcopal Church (Old Saint James Parish Hall),LP-02593,,Old Saint James Episcopal Church (Old Saint James Parish Hall)
648cba147c55b27c2c708067,827-831 Broadway Buildings,LP-02594,,Coney Island (Riegelmann) Boardwalk
64aafe62fc95c50bc98dcfec,Richard Webber Harlem Packing House,LP-02595,,Richard Webber Harlem Packing House
64ab036ffc95c50bc98dcfef,Benjamin Franklin High School,LP-02596,,Benjamin Franklin High School (now the Manhattan Center for Science and Mathematics)
64ab00b8fc95c50bc98dcfed,Public School 109,LP-02597,,Public School 109 (now El Barrio's Artspace PS109)
648ff10f13f51e5a4696f258,The Dime Savings Bank of Williamsburgh,LP-02598,,The Dime Savings Bank of Williamsburgh
647ffd8e426b0f007933de3d,AT&T Corporate Headquarters Building,LP-02600,,AT&T Corporate Headquarters Building
64a9be73fc95c50bc98dcfbb,First Hungarian Reformed Church,LP-02601,,First Hungarian Reformed Church
64550bd43879cf70e53ff0cf,Hotel Seville (now The James NoMad Hotel),LP-02602,,Hotel Seville (now The James NoMad Hotel)
644a043be7abb0665474a288,Emmet Building,LP-02603,,95 Madison Avenue (The Emmet Building)
64b045f354ab1c604a34d075,National Society of Colonial Dames in the State of New York Headquaters,LP-02605,,National Society of Colonial Dames in the State of New York Headquarters
6496466c13f51e5a4696f27a,Dr. Maurice T. Lewis House,LP-02608,,Dr. Maurice T. Lewis House
6498d6add4762e2149e238c7,"Firehouse, Engine Companies 264 & 328 / Ladder Company 134",LP-02609,,"Firehouse, Engine Companies 264 & 328 / Ladder Company 134"
648367573ee0be6578226178,53rd (now 101st) Precinct Police Station,LP-02610,,53rd (now 101st) Precinct Police Station
64583e714673c82a34f4ecf5,Hans S. Christian Memorial Kindergarten,LP-02611,,Hans S. Christian Memorial Kindergarten
645833bb4673c82a34f4eced,238 President Street House,LP-02612,,238 President Street House
64bd638a54ab1c604a34d1d2,Angel Guardian Home,LP-02613,,Angel Guardian Home
64bb517f54ab1c604a34d199,817 Broadway Building,LP-02614,,817 Broadway Building
64bb4fc054ab1c604a34d197,826 Broadway Building (now the Strand Building),LP-02615,,826 Broadway Building (now the Strand Building)
64bb4ea954ab1c604a34d196,830 Broadway Building,LP-02616,,839 Broadway Building
64bb4dc154ab1c604a34d195,832 Broadway Building,LP-02617,,839 Broadway Building
64bb4c5954ab1c604a34d193,836 Broadway Building,LP-02618,,836 Broadway Building
64bb4b0d54ab1c604a34d192,840 Broadway Building,LP-02619,,840 Broadway Building
649b933ed4762e2149e238f3,The Roosevelt Building,LP-02620,,The Roosevelt Building
649c66a2d4762e2149e238f8,"47 West 28th Street Building, Tin Pan Alley",LP-02626,,"47 West 28th Street Building, Tin Pan Alley"
649c68a9d4762e2149e238fa,"49 West 28th Street Building, Tin Pan Alley",LP-02627,,"49 West 28th Street Building, Tin Pan Alley"
649c69a5d4762e2149e238fb,"51 West 28th Street Building, Tin Pan Alley",LP-02628,,"51 West 28th Street Building, Tin Pan Alley"
649c6aa1d4762e2149e238fd,"53 West 28th Street Building, Tin Pan Alley",LP-02629,,"53 West 28th Street Building, Tin Pan Alley"
649c6bbad4762e2149e238ff,"55 West 28th Street Building, Tin Pan Alley",LP-02630,,"55 West 28th Street Building, Tin Pan Alley"
64b8aefb54ab1c604a34d141,Gay Activists Alliance Firehouse,LP-02632,,Gay Activists Alliance Firehouse (former Engine Company No. 13)
649dcf56d4762e2149e23905,Women's Liberation Center,LP-02633,,Women's Liberation Center
649de4bcd4762e2149e2390b,"The Lesbian, Gay, Bisexual, Transgender Community Center",LP-02634,,0
649de547d4762e2149e2390c,The Caffe Cino,LP-02635,,0
64b443d254ab1c604a34d101,James Baldwin Residence,LP-02636,,James Baldwin Residence
64a2f841fc95c50bc98dcf7b,"American Society for the Prevention of Cruelty to Animals (ASPCA) Brooklyn Office, Shelter, and Garage",LP-02637,,"American Society for the Prevention of Cruelty to Animals (ASPCA) Brooklyn Office, Shelter, and Garage"
64a2f99afc95c50bc98dcf7c,Gowanus Canal Flushing Tunnel Pumping Station and Gate House,LP-02638,,Gowanus Canal Flushing Tunnel Pumping Station and Gate House
64a30238fc95c50bc98dcf82,Brooklyn Rapid Transit Company (BRT) Central Power Station Engine House,LP-02639,,Brooklyn Rapid Transit Company (BRT) Central Power Station Engine House
64a300b5fc95c50bc98dcf81,Somers Brothers Tinware Factory (later American Can Company),LP-02640,,Somers Brothers Tinware Factory (later American Can Company)
64a2fd9dfc95c50bc98dcf7e,Montauk Paint Manufacturing Company Building,LP-02641,,Montauk Paint Manufacturing Company Building
647ab69e426b0f007933dd15,Audre Lorde Residence,LP-02642,,Audre Lorde Residence
